finding_id	status	severity	category	unit	scope	summary	evidence	resolution	fix_commit	verification
PT-CHART-THEME-PALETTE-001	fixed	medium	theme-state-integrity	25-pyrus-charting	artifacts/pyrus/src/features/charting/chartWidgetShared.tsx; artifacts/pyrus/src/features/charting/ResearchChartWidgets.tsx; artifacts/pyrus/src/features/charting/ResearchChartWidgets.symbolSearch.test.mjs	Real token-proxy chart palettes could not distinguish light and dark themes	The palette parser recognized only literal hex colors while real callers pass CSS-variable proxies, and memoization depended on the stable proxy identity	Fall back to the authoritative current theme when luminance is unavailable and memoize against the actual theme key		Complete Unit25 charting matrix passed 134/134; Pyrus typecheck and exact-path diff checks passed
PT-CHART-INERT-IDENTITY-001	fixed	medium	interaction-semantics-and-accessibility	25-pyrus-charting	artifacts/pyrus/src/features/charting/chartWidgetShared.tsx; artifacts/pyrus/src/features/charting/ResearchChartWidgets.symbolSearch.test.mjs	Chart identities without search intent rendered as focusable no-op buttons	Option-chart callers omit every search handler but the shared trigger still emitted button semantics	Render a noninteractive identity span when search is unavailable and reserve button semantics for actionable search		Complete Unit25 charting matrix passed 134/134; Pyrus typecheck and exact-path diff checks passed
PT-CHART-FLOW-MARKERS-001	fixed	high	bounded-visible-event-selection	25-pyrus-charting	artifacts/pyrus/src/features/charting/flowChartEvents.ts	Flow marker caps could disagree with diagnostics and let off-chart events hide visible events	Diagnostics initially counted beyond the 60 snapshot cap, and renderer priority selection ran before bar placement so 200 off-chart events exhausted the total cap	Resolve eligible visible candidates before applying shared snapshot and total caps, and derive diagnostics from the same selected set		Complete Unit25 charting matrix passed 134/134; Pyrus typecheck and exact-path diff checks passed
PT-CHART-FLOW-EXPIRY-001	fixed	medium	metadata-alias-consistency	25-pyrus-charting	artifacts/pyrus/src/features/charting/flowChartEvents.ts	Flow expiry display and DTE calculation accepted different expiration aliases	An event carrying metadata.exp displayed its expiry but reported DTE as unavailable because DTE read only expirationDate	Use the same expirationDate-or-exp resolution for both display and DTE		Complete Unit25 charting matrix passed 134/134; Pyrus typecheck and exact-path diff checks passed
PT-CHART-FLOW-SEVERITY-001	fixed	high	severity-classification-integrity	25-pyrus-charting	artifacts/pyrus/src/features/charting/flowChartSpider.ts	Premium magnitude could override a higher flow severity	A magic rank multiplier allowed sufficiently large low-severity premium to outrank an extreme event	Compare severity directly and use premium only as a tie-break within equal severity		Complete Unit25 charting matrix passed 134/134; Pyrus typecheck and exact-path diff checks passed
PT-CHART-TEST-DESCRIPTION-001	fixed	low	test-contract-accuracy	25-pyrus-charting	artifacts/pyrus/src/features/charting/gex-projection-cone.test.mjs; artifacts/pyrus/src/features/charting/selectAdjacentChartTimeframeFavorites.test.ts	Two charting test descriptions contradicted their own asserted contracts	The GEX comment counted two defects while enumerating three and a favorites title claimed every degenerate input returned nothing despite its missing-current fallback	Correct the descriptions without changing behavior		Complete Unit25 charting matrix passed 134/134; Pyrus typecheck and exact-path diff checks passed
PT-CHART-MACD-WARMUP-001	fixed	high	indicator-warmup-integrity	25-pyrus-charting	artifacts/pyrus/src/features/charting/indicators.ts	MACD signal warmup used synthetic zero values	Unavailable leading MACD samples were replaced with zero so signal and histogram output appeared eight bars early	Make EMA warmup count finite samples and feed the sparse MACD series directly into the signal EMA		Complete Unit25 charting matrix passed 134/134; Pyrus typecheck and exact-path diff checks passed
PT-CHART-VWAP-SESSION-001	fixed	high	session-market-data-integrity	25-pyrus-charting	artifacts/pyrus/src/features/charting/indicators.ts	The session VWAP indicator ignored canonical values and accumulated across sessions	ChartBar already carries sessionVwap but the indicator recomputed from raw bars without resetting when the session date changed	Prefer finite canonical sessionVwap values and reset the raw fallback accumulators on date changes		Complete Unit25 charting matrix passed 134/134; Pyrus typecheck and exact-path diff checks passed
PT-CHART-MODEL-INCREMENTAL-001	fixed	high	incremental-model-equivalence	25-pyrus-charting	artifacts/pyrus/src/features/charting/model.ts	Incremental model updates could retain stale metadata and bar ranges	Append equivalence omitted copied fields such as session VWAP, freshness, and delay, and same-second tail timestamp corrections left stale range boundaries	Compare every normalized bar field and replace tail and preceding range boundaries when the tail changes		Complete Unit25 charting matrix passed 134/134; Pyrus typecheck and exact-path diff checks passed
PT-CHART-PINE-REGISTRY-001	fixed	high	runtime-registry-boundary	25-pyrus-charting	artifacts/pyrus/src/features/charting/pineScripts.ts	Inherited object properties were treated as registered Pine runtime adapters	Script keys such as toString or constructor passed a plain-object lookup and could later be invoked as non-adapters	Require an own registry property before returning an adapter		Complete Unit25 charting matrix passed 134/134; Pyrus typecheck and exact-path diff checks passed
PT-CHART-PYRUS-PARITY-001	fixed	high	script-runtime-parity	25-pyrus-charting	artifacts/pyrus/src/features/charting/pyrusSignalsPineAdapter.ts	Pyrus runtime settings and dashboard semantics diverged from Pine and available source data	Reversed volatility bounds collapsed, extension exceeded Pine's ceiling, supported sessions were stripped, dashboard session used wall time, and daily bars were fabricated into lower-timeframe trends	Sort volatility bounds, enforce Pine ceilings and session options, resolve session from the last bar, and compute MTF direction only from valid source or rollup relationships		Complete Unit25 charting matrix passed 134/134; Pyrus typecheck and exact-path diff checks passed
PT-CHART-PYRUS-DEAD-SETTINGS-001	fixed	low	dead-public-settings	25-pyrus-charting	artifacts/pyrus/src/features/charting/pyrusSignalsPineAdapter.ts	Pyrus normalized public settings with no runtime consumer	Repository-wide census found showLastBarOnly and plotOverrides in normalization and output but nowhere in compute or rendering	Remove the unused settings, types, constants, defaults, and normalizer path		Complete Unit25 charting matrix passed 134/134; Pyrus typecheck and exact-path diff checks passed
PT-CHART-ROLLUP-METADATA-001	fixed	high	market-data-provenance	25-pyrus-charting	artifacts/pyrus/src/features/charting/timeframeRollups.ts	Timeframe rollups dropped closing-bar delay and age metadata and duplicated timeframe authority	Downstream normalization retains delayed and ageMs but rollups omitted them, while a second duration table could drift from timeframes.ts	Preserve closing-bar delay and age fields and reuse the authoritative timeframe-step resolver		Complete Unit25 charting matrix passed 134/134; Pyrus typecheck and exact-path diff checks passed
PT-CHART-TIMEFRAME-POLICY-001	fixed	high	timeframe-preference-and-limit-integrity	25-pyrus-charting	artifacts/pyrus/src/features/charting/timeframes.ts	Favorite ordering and explicit unsupported-option limits could be corrupted	Persisted favorites kept insertion order instead of duration order and truthy fallbacks converted explicit zero option limits into a 1500-bar primary fallback	Canonicalize favorites by authoritative duration and use nullish fallbacks so explicit zero remains zero		Complete Unit25 charting matrix passed 134/134; Pyrus typecheck and exact-path diff checks passed
PT-CHART-TYPE-CONTRACT-001	fixed	medium	generated-contract-reuse	25-pyrus-charting	artifacts/pyrus/src/features/charting/types.ts	Charting duplicated generated footprint contracts and rejected provider-valid nullable freshness	Local footprint response types repeated the installed API client while MarketBar freshness excluded null accepted by adjacent and generated contracts	Alias the generated footprint contract, remove nested-only exports, and align freshness nullability		Complete Unit25 charting matrix passed 134/134; Pyrus typecheck and exact-path diff checks passed
PT-CHART-STORAGE-BOUNDARY-001	fixed	high	browser-storage-failure-boundary	25-pyrus-charting	artifacts/pyrus/src/features/charting/useChartPositionOverlays.ts; artifacts/pyrus/src/features/charting/useChartPositionOverlays.test.mjs	Blocked or quota-failing localStorage could crash chart overlay initialization and toggles	Direct getItem and setItem calls escaped browser storage exceptions from the hook initializer and callback	Guard best-effort reads and writes while retaining default-visible behavior and current in-memory state		Complete Unit25 charting matrix passed 134/134; Pyrus typecheck and exact-path diff checks passed
PT-CHART-FAVORITES-OWNERSHIP-001	fixed	medium	state-updater-side-effect-ownership	25-pyrus-charting	artifacts/pyrus/src/features/charting/useChartTimeframeFavorites.js	Favorite toggles dispatched duplicate workspace events from a replayable state updater	A wrapper repeated the event already owned by persistState and performed persistence inside the React updater function	Compute the next value in the event callback, update local state, and delegate one write and event to persistState		Complete Unit25 charting matrix passed 134/134; Pyrus typecheck and exact-path diff checks passed
PT-CHART-PINNED-FLOW-001	fixed	high	selected-event-retention	25-pyrus-charting	artifacts/pyrus/src/features/charting/useContractFlowChartEvents.js	A selected contract-flow event could disappear before chart bars hydrated	The loaded-window branch exempted the pinned event but the fallback branch passed it through the 80-newest cap with all other events	Merge the already validated pinned event back after fallback lookback filtering		Complete Unit25 charting matrix passed 134/134; Pyrus typecheck and exact-path diff checks passed
PT-CHART-DRAWING-HISTORY-001	fixed	medium	bounded-history-and-undo-integrity	25-pyrus-charting	artifacts/pyrus/src/features/charting/useDrawingHistory.ts	Drawing history accumulated inactive scopes and no-op undo entries	Only snapshots were capped, the per-symbol map was unbounded, identical updates created false Undo steps, and unseen scopes ignored initial drawings	Bound inactive scopes with the existing ceiling, skip shallow-identical states, and seed unseen scopes from initial drawings		Complete Unit25 charting matrix passed 134/134; Pyrus typecheck and exact-path diff checks passed
PT-CHART-FOOTPRINT-REQUEST-001	fixed	high	request-lifecycle-and-generated-contract	25-pyrus-charting	artifacts/pyrus/src/features/charting/useFootprintCandles.ts	Footprint loading duplicated the generated client and exposed stale or late request state	Manual URL and response contracts bypassed shared errors, prior-scope candles stayed ready, resolved requests could commit after cleanup, and display-only mode refetched	Use the generated client and enum, validate ranges, clear stale data, reject aborted late results, and key requests only by server-relevant values		Complete Unit25 charting matrix passed 134/134; Pyrus typecheck and exact-path diff checks passed
PT-CHART-AGGREGATE-BOUNDARY-001	fixed	high	streamed-data-trust-boundary	25-pyrus-charting	artifacts/pyrus/src/features/charting/useMassiveStockAggregateStream.ts	Malformed aggregate SSE payloads entered typed code and render-significant corrections were suppressed	JSON decoding used only a TypeScript assertion so {} reached symbol operations, while equality ignored official open, delayed state, and provider source	Validate and normalize every required aggregate field at the SSE boundary and include all rendered metadata in cache equality		Complete Unit25 charting matrix passed 134/134; Pyrus typecheck and exact-path diff checks passed
PT-CHART-STREAMED-BAR-001	fixed	high	live-bar-chronology-and-provenance	25-pyrus-charting	artifacts/pyrus/src/features/charting/useMassiveStreamedStockBars.ts	Live quote patches could create wrong-session bars, overwrite newer data, or hide rendered metadata changes	Daily bucketing used calendar arithmetic rather than NYSE sessions, timestamp precedence admitted stale or malformed data, signatures omitted provider metadata, and fallback failures escaped or reported incorrectly	Use trading-session dates and provider data time, reject stale or invalid patches, include rendered metadata in equality signatures, preserve cached option scope, and contain fallback polling failures		Complete Unit25 charting matrix passed 134/134; Pyrus typecheck and exact-path diff checks passed
PT-CHART-OPTION-SESSION-001	fixed	high	option-cache-session-isolation	25-pyrus-charting	artifacts/pyrus/src/features/charting/useOptionChartBars.js; artifacts/pyrus/src/features/charting/useOptionChartBars.test.mjs	Regular and extended-hours option chart state shared cache and request identities	Query, prepend, historical-state, and prewarm keys omitted the outside-RTH dimension	Include the session dimension in all four option chart identities while retaining OPRA-only provider IDs		Complete Unit25 charting matrix passed 134/134; Pyrus typecheck and exact-path diff checks passed
PT-CHART-NUMERIC-PARSE-001	fixed	medium	numeric-input-integrity	25-pyrus-charting	artifacts/pyrus/src/features/charting/utils/numeric.ts; artifacts/pyrus/src/features/charting/utils/numeric.test.ts	Separator-only display strings parsed as zero	Removing currency, percent, and grouping characters could leave an empty string that Number coerced to zero	Reject empty normalized text before numeric coercion		Complete Unit25 charting matrix passed 134/134; Pyrus typecheck and exact-path diff checks passed
PT-PLATFORM-FLOW-ABORT-001	fixed	high	request-lifecycle	29-pyrus-platform-models-n-z	artifacts/pyrus/src/features/platform/useLiveMarketFlow.js	Client-side Flow scanner cleanup left in-flight requests alive	The effect cleanup set a cancellation flag and cleared its timer but did not cancel requests already consuming connection capacity	Own one AbortController per scanner effect, pass its signal through request options, and abort it during cleanup		Current source, diff, and caller reread complete; serialized Unit29 inventory passed 154/154 and scoped diff check passed; package typecheck emitted no Unit29 diagnostics but remains externally blocked by post-seal Unit25 charting diagnostics
PT-PLATFORM-HTTP-TIMEOUT-001	fixed	high	request-timeout-boundary	29-pyrus-platform-models-n-z	artifacts/pyrus/src/features/platform/platformJsonRequest.js; artifacts/pyrus/src/features/platform/platformJsonRequest.test.mjs	JSON request timeouts did not cover response-body work or compose with caller cancellation	The timeout was cleared after fetch headers resolved before JSON parsing, while a caller signal replaced rather than combined with the timeout signal	Compose caller and timeout cancellation, classify their causes, and keep body parsing inside the timed try/finally boundary		Current source, diff, and caller reread complete; serialized Unit29 inventory passed 154/154 and scoped diff check passed; package typecheck emitted no Unit29 diagnostics but remains externally blocked by post-seal Unit25 charting diagnostics
PT-PLATFORM-SIGNAL-EQUALITY-001	fixed	high	external-store-canonical-equality	29-pyrus-platform-models-n-z	artifacts/pyrus/src/features/platform/signalMonitorStore.js; artifacts/pyrus/src/features/platform/signalMonitorStore.test.mjs	Canonical signal updates could be suppressed as equivalent	Snapshot equality omitted action eligibility, action blocker, and last-error fields even though subscribers render them	Include every canonical rendered field in equality and retain a separate narrow broadcast projection for header-only updates		Current source, diff, and caller reread complete; serialized Unit29 inventory passed 154/154 and scoped diff check passed; package typecheck emitted no Unit29 diagnostics but remains externally blocked by post-seal Unit25 charting diagnostics
PT-PLATFORM-OPTION-DIAGNOSTICS-001	fixed	high	persisted-state-validation	29-pyrus-platform-models-n-z	artifacts/pyrus/src/features/platform/optionHydrationDiagnostics.ts	Malformed persisted option diagnostics could cross the storage trust boundary or interrupt UI cleanup	Any parsed array was accepted as typed history and removeItem failures were not contained	Structurally validate every persisted session, evict malformed history, and contain storage cleanup failures		Current source, diff, and caller reread complete; serialized Unit29 inventory passed 154/154 and scoped diff check passed; package typecheck emitted no Unit29 diagnostics but remains externally blocked by post-seal Unit25 charting diagnostics
PT-PLATFORM-DEAD-SURFACE-001	fixed	low	dead-code-and-unused-export	29-pyrus-platform-models-n-z	artifacts/pyrus/src/features/platform/optionsPremiumModel.js; artifacts/pyrus/src/features/platform/premiumFlowIndicator.js; artifacts/pyrus/src/features/platform/queryDefaults.js; artifacts/pyrus/src/features/platform/resilienceIssues.js; artifacts/pyrus/src/features/platform/resilienceIssues.test.mjs; artifacts/pyrus/src/features/platform/runtimeCache.js; artifacts/pyrus/src/features/platform/runtimeControlModel.js; artifacts/pyrus/src/features/platform/runtimeTickerStore.js; artifacts/pyrus/src/features/platform/screenReadinessPolicy.js; artifacts/pyrus/src/features/platform/semanticToneModel.js; artifacts/pyrus/src/features/platform/signalMatrixScheduler.js; artifacts/pyrus/src/features/platform/streamSemantics.ts; artifacts/pyrus/src/features/platform/tradeFlowStore.js; artifacts/pyrus/src/features/platform/tradeOptionChainStore.js; artifacts/pyrus/src/features/platform/workPressureModel.js; artifacts/pyrus/src/features/platform/positionMarketDataStore.js; artifacts/pyrus/src/features/platform/positionMarketDataStore.test.mjs; artifacts/pyrus/src/screens/account/PositionsPanel.jsx	Retired models, duplicate caches, request-planning branches, and export-only helpers expanded the platform surface	Repository caller census found a zero-import resilience subsystem, an unused reference cache and diagnostics path, a retired signal request planner, helpers exported only for obsolete tests, and a position quote cache with no production writer whose empty consumer overlaid the canonical runtime store	Delete zero-consumer subsystems and branches, internalize helpers that still have local production use, and retain only position-symbol registration while sourcing quotes from the canonical runtime ticker store		Current source, diff, and caller reread complete; targeted store/provider/Account matrix passed 12/12; serialized Unit29 inventory passed 155/155 and scoped diff check passed; package typecheck emitted no Unit29 diagnostics but remains externally blocked by Unit25 charting diagnostics; closing seal 1b9bbfea5a5ed30117258e61d1287623e6c47ee4e8ce636efa1f76900cea6d92
PT-PLATFORM-FLOW-FRESHNESS-001	fixed	high	stale-data-provenance	29-pyrus-platform-models-n-z	artifacts/pyrus/src/features/platform/tradeFlowStore.js; artifacts/pyrus/src/features/platform/useLiveMarketFlow.js	Retained Flow events could be relabeled live or lose their source freshness	Snapshot merges rewrote scan time on receipt and per-ticker publication treated any retained events as live	Preserve source-reported scan time and stale-event state through aggregate, symbol, coverage, and per-ticker projections		Current source, diff, and caller reread complete; serialized Unit29 inventory passed 154/154 and scoped diff check passed; package typecheck emitted no Unit29 diagnostics but remains externally blocked by post-seal Unit25 charting diagnostics
PT-PLATFORM-MEMORY-PROVENANCE-001	fixed	high	telemetry-provenance	29-pyrus-platform-models-n-z	artifacts/pyrus/src/features/platform/useMemoryPressureSignal.js; artifacts/pyrus/src/features/platform/useMemoryPressureSignal.test.mjs	Memory-pressure state conflated absent telemetry with zero and could retain diagnostics pressure after its source disappeared	Nullable byte fields were numerically coerced and merged server summaries lacked an origin needed for safe downgrade	Preserve null telemetry, label response-header and diagnostics origins, and rebuild client-only state when diagnostics are disabled or unavailable		Current source, diff, and caller reread complete; serialized Unit29 inventory passed 154/154 and scoped diff check passed; package typecheck emitted no Unit29 diagnostics but remains externally blocked by post-seal Unit25 charting diagnostics
PT-PLATFORM-NOTIFICATION-SCOPE-001	fixed	high	user-data-isolation	29-pyrus-platform-models-n-z	artifacts/pyrus/src/features/platform/notificationStore.js	Notification history and read state were global across authenticated users	One module snapshot and one local-storage key served every session, so user switches could expose prior-user state	Partition immutable snapshots and storage keys by normalized user ID and reject captures or read updates outside the active user		Current source, diff, and caller reread complete; serialized Unit29 inventory passed 154/154 and scoped diff check passed; package typecheck emitted no Unit29 diagnostics but remains externally blocked by post-seal Unit25 charting diagnostics
PT-PLATFORM-FRESHNESS-SCOPE-001	fixed	high	user-data-isolation	29-pyrus-platform-models-n-z	artifacts/pyrus/src/features/platform/platformFreshnessBus.ts	Freshness artifacts shared one identity across users	The default artifact ID omitted authenticated user identity even though cached freshness state survives route and session transitions	Derive a stable encoded artifact ID from the authenticated user and wire it through the platform identity boundary		Current source, diff, and caller reread complete; serialized Unit29 inventory passed 154/154 and scoped diff check passed; package typecheck emitted no Unit29 diagnostics but remains externally blocked by post-seal Unit25 charting diagnostics
PT-PLATFORM-WATCHLIST-STATE-001	fixed	medium	state-honesty-and-identity	29-pyrus-platform-models-n-z	artifacts/pyrus/src/features/platform/watchlistModel.js; artifacts/pyrus/src/features/platform/watchlistModel.test.mjs	Watchlist loading, error, empty, and stale-cache states were conflated and equivalent indexes churned identity	The model had no explicit collection-state resolver and rebuilt symbol/timeframe maps even when rendered cells were unchanged	Model collection status, staleness, and refresh explicitly and retain equivalent index and symbol references		Current source, diff, and caller reread complete; serialized Unit29 inventory passed 154/154 and scoped diff check passed; package typecheck emitted no Unit29 diagnostics but remains externally blocked by post-seal Unit25 charting diagnostics
PT-PLATFORM-QUOTE-COVERAGE-001	fixed	high	realtime-coverage-integrity	29-pyrus-platform-models-n-z	artifacts/pyrus/src/features/platform/watchlistQuoteRotation.js; artifacts/pyrus/src/features/platform/watchlistQuoteRotation.test.mjs	Realtime watchlist coverage could retain delayed, frozen, unavailable, or stopped symbols as live	Delivered-symbol timestamps only accumulated and did not reconcile explicit non-live frames or age out silent streams	Reconcile every frame against canonical live states and expire delivery entries at the coverage-window boundary		Current source, diff, and caller reread complete; serialized Unit29 inventory passed 154/154 and scoped diff check passed; package typecheck emitted no Unit29 diagnostics but remains externally blocked by post-seal Unit25 charting diagnostics
PT-FLOW-SCREEN-RECOVERY-001	fixed	high	live-data-state-and-recovery-integrity	37-pyrus-screen-trading-data	artifacts/pyrus/src/screens/FlowScreen.jsx	Flow could obscure aggregate scanner failure, conflate disabled, stale, degraded, and empty states, and omit a direct recovery action	Transient-message suppression ignored aggregate failures while status and empty-state branches did not consistently preserve the scanner's actual operating state	Preserve aggregate failure evidence, derive one truthful tape state, and offer enable or restart recovery without discarding filter recovery		Focused recovery contracts and final Unit37 matrix passed 61/61
PT-FLOW-SCREEN-PROVENANCE-001	fixed	high	provider-and-classification-provenance	37-pyrus-screen-trading-data	artifacts/pyrus/src/screens/FlowScreen.jsx	Flow distribution summaries invented IBKR when no provider was observed and labeled every nonzero classification population high confidence	The response used an IBKR fallback host and a binary positive-coverage confidence rule despite an existing thresholded confidence resolver	Report unknown provider authority when absent and reuse the thresholded classification-confidence policy for widgets and aggregate response		A four-defect focused RED passed after repair; final Unit37 matrix passed 61/61
PT-FLOW-SCREEN-HIDDEN-WORK-001	fixed	medium	hidden-work-and-subscription-ownership	37-pyrus-screen-trading-data	artifacts/pyrus/src/screens/FlowScreen.jsx	A retained but hidden Flow screen could keep scanner runtime subscriptions active	Scanner enablement followed only the persisted user setting and ignored whether the retained screen was visible	Require both visible-screen ownership and enabled scanner intent before subscribing		Hidden-work contract passed within the final Unit37 matrix 61/61
PT-FLOW-SCREEN-STORAGE-001	fixed	high	persisted-state-validation	37-pyrus-screen-trading-data	artifacts/pyrus/src/screens/FlowScreen.jsx	Malformed persisted scans, density, or page-size values could cross the browser-storage boundary and crash or create impossible pagination	Parsed workspace state was trusted as the runtime shape and saved scans were loaded without entry or bounded-control validation	Normalize density and allowed row counts, validate and bound saved-scan entries, and revalidate values whenever a preset loads		Focused persisted-state RED became green; final Unit37 matrix passed 61/61
PT-FLOW-SCREEN-CLIPBOARD-001	fixed	medium	ui-state-honesty	37-pyrus-screen-trading-data	artifacts/pyrus/src/screens/FlowScreen.jsx	Flow reported a contract as copied before the clipboard write succeeded	The handler set copied state and its timer immediately while swallowing rejected or unavailable clipboard writes	Await the write and publish success feedback only after completion; retain prior state on missing or failed clipboard access		Focused clipboard RED became green; final Unit37 matrix passed 61/61
PT-FLOW-SCREEN-A11Y-001	fixed	medium	interaction-semantics-and-accessibility	37-pyrus-screen-trading-data	artifacts/pyrus/src/screens/FlowScreen.jsx	Saved presets and mobile flow cards nested native action buttons inside emulated button containers	Parent role-button keyboard and pointer behavior competed with child load, delete, copy, and trade actions	Use sibling native preset controls and separate native row-detail and metric controls from card actions		Focused interaction-semantics contracts passed within the final Unit37 matrix 61/61
PT-FLOW-SCREEN-DEAD-SURFACE-001	fixed	low	dead-code-and-unused-export	37-pyrus-screen-trading-data	artifacts/pyrus/src/screens/FlowScreen.jsx	Flow registered the same workspace-settings listener twice and exported its screen only for a zero-caller named surface	Duplicate add and remove pairs executed against one handler and repository census found only the default screen import	Keep one listener lifecycle and internalize the unused named screen export		Listener RED and repository caller census passed; final Unit37 matrix passed 61/61
PT-FLOW-SCREEN-LAYOUT-001	fixed	medium	responsive-layout-and-touch-integrity	37-pyrus-screen-trading-data	artifacts/pyrus/src/screens/FlowScreen.jsx	Narrow Flow layouts could restore a desktop filter overlay, misplace inline context, overflow controls, and expose undersized actions or a hard-coded timezone label	Persisted desktop state and grid assumptions crossed layout modes while several controls and timestamps did not use shared touch and timezone contracts	Close filters on every narrow transition, keep inline and context regions in stable grid order, stack controls before overflow, and use shared touch and timezone authority		Design-conformance contracts passed within the final Unit37 matrix 61/61
PT-GEX-SCREEN-TRUTH-001	fixed	high	unknown-state-and-source-input-integrity	37-pyrus-screen-trading-data	artifacts/pyrus/src/screens/GexScreen.jsx	GEX could present unresolved expiry exposure and absent source inputs as authoritative zeros	Empty filtered rows produced zero-valued exposure buckets and the source strip formatted zero counts before readiness existed	Preserve unknown exposure buckets and source-input placeholders until chain data is ready while retaining real zero results from populated rows		Truthful-readiness contracts passed within the final Unit37 matrix 61/61
PT-GEX-SCREEN-REFRESH-001	fixed	high	stale-data-refresh-integrity	37-pyrus-screen-trading-data	artifacts/pyrus/src/screens/GexScreen.jsx	A background chain refresh failure could replace still-valid cached GEX data with a blocking error	Every query error became chainError even when the query still held prior data	Block only when no chain snapshot exists and surface refresh failure as a warning alongside retained cached data		Focused cached-refresh RED became green; final Unit37 matrix passed 61/61
PT-GEX-SCREEN-RECOVERY-001	fixed	medium	retry-and-recovery-boundary	37-pyrus-screen-trading-data	artifacts/pyrus/src/screens/GexScreen.jsx	GEX retried timeout failures and its blocking error state offered no direct recovery	A fixed retry count ignored the shared timeout policy and the error branch rendered only diagnostic text	Reuse the shared retry-unless-timeout policy and expose the query refetch action in the blocking state		Source and recovery contracts passed within the final Unit37 matrix 61/61
PT-GEX-SCREEN-LAYOUT-A11Y-001	fixed	medium	responsive-layout-and-accessibility	37-pyrus-screen-trading-data	artifacts/pyrus/src/screens/GexScreen.jsx	GEX native data regions lacked names, touch geometry was incomplete, and desktop chart groups could strand one chart at half width	Tables and heatmap semantics were unnamed while nested grids reused two-column sizing for single-card views	Name native data regions, retain the shared touch floor, and let single-card modes span the available desktop width		Truthful-readiness and layout contracts passed within the final Unit37 matrix 61/61
PT-GEX-CHART-TYPOGRAPHY-001	fixed	medium	data-typography-consistency	37-pyrus-screen-trading-data	artifacts/pyrus/src/screens/gex/GexCharts.jsx	GEX axes and tooltip numbers used prose typography instead of the canonical data-value role	Each chart repeated sans-serif axis ticks and rendered numeric tooltip values in undifferentiated prose containers	Use the shared data font on every axis and a shared data-value span inside prose-preserving tooltips		Three typography contracts passed within the final Unit37 matrix 61/61
PT-SIGNALS-SCOPE-STATE-001	fixed	high	scope-and-selection-integrity	37-pyrus-screen-trading-data	artifacts/pyrus/src/screens/SignalsScreen.jsx; artifacts/pyrus/src/screens/SignalsScreen.state-contract.test.mjs	Signals could retain hydration, selection, or prior-scope query data across environment and universe changes and admit rows outside the authoritative universe	Local state and placeholder query data outlived their scope while selection resolution did not consistently require a currently visible bounded row	Reset scope-owned state, remove prior-scope placeholders, bound rows to the authoritative universe, and resolve selection only from visible current rows		Scope and selection contracts passed within the final Unit37 matrix 61/61
PT-SIGNALS-METRIC-POPULATION-001	fixed	high	metric-population-and-provenance	37-pyrus-screen-trading-data	artifacts/pyrus/src/screens/SignalsScreen.jsx; artifacts/pyrus/src/screens/SignalsScreen.state-contract.test.mjs	Signals overview metrics could describe a different population from the filtered table and understate gates or truncation	Overview derivation mixed full-universe values with filtered rows and did not consistently surface matrix scope metadata before inventory	Derive visible metrics from the displayed population, prioritize bias freshness and gates, and disclose authoritative scope truncation		Population and scope contracts passed within the final Unit37 matrix 61/61
PT-SIGNALS-RENDERING-001	fixed	medium	rendering-and-subscription-efficiency	37-pyrus-screen-trading-data	artifacts/pyrus/src/screens/SignalsScreen.jsx; artifacts/pyrus/src/screens/SignalsScreen.state-contract.test.mjs	Signals rebuilt stable row and callback identities and subscribed the whole table to runtime sparkline repaint data	Global runtime snapshots and repeated formatter and callback construction expanded rerender work across a large virtualized universe	Move runtime subscriptions into memoized cells, preserve unchanged row references, stabilize virtual-table callbacks, and reuse one count formatter		Rendering contracts passed within the final Unit37 matrix 61/61
PT-SIGNALS-RECOVERY-001	fixed	medium	state-honesty-and-accessibility	37-pyrus-screen-trading-data	artifacts/pyrus/src/screens/SignalsScreen.jsx; artifacts/pyrus/src/screens/SignalsScreen.state-contract.test.mjs	Signals loading, error, empty, selection, hydration, and Trade handoff states lacked complete truthful recovery and accessible state	The table could mask pushed matrix state, empty states lacked context-specific actions, and selectable rows and status updates did not expose complete semantics	Keep pushed state visible, surface explicit failures without replaying STA history, derive actionable empty recovery, and expose selection, expansion, live status, and touch-safe navigation semantics		Recovery and accessibility contracts passed within the final Unit37 matrix 61/61
PT-SIGNALS-STALE-POLICY-001	awaiting_semantic	medium	cached-data-on-error-policy	37-pyrus-screen-trading-data	artifacts/pyrus/src/screens/SignalsScreen.jsx; artifacts/pyrus/src/features/platform/PlatformApp.jsx	Profile, state, and breadth snapshots are cleared on background errors while STA history is explicitly prohibited from replaying prior history	Signals nulls query data when its error flag is set and the platform owner separately nulls managed profile and state, but repository evidence establishes only the STA history no-replay contract	Define whether each profile, state, and breadth snapshot may remain visibly stale on background errors or must fail closed before changing either screen or platform ownership		Current behavior and creator paths were traced; the no-history-replay contract remains green and no cross-owner stale-data policy was inferred
PT-TRADE-SCREEN-QUOTE-001	fixed	high	quote-identity-and-provenance-integrity	37-pyrus-screen-trading-data	artifacts/pyrus/src/screens/TradeScreen.jsx; artifacts/pyrus/src/screens/TradeScreen.tradeTickerSearch.test.mjs	Trade could discard option identity, publish partial quote envelopes, or allow snapshot fallback to compete with configured Massive realtime	Screen-local quote publication omitted canonical envelope behavior and runtime admission did not fully preserve the primary-source contract	Reuse the shared runtime quote applier, preserve native option identity and both quote sides, and disable snapshot fallback whenever Massive realtime owns the symbol		Quote and option-identity contracts passed within the final Unit37 matrix 61/61
